path	stage	stage_kind	job_id	stage_iteration	global_iteration	peak_image	barrier_forward_ev	barrier_reverse_ev
TO	ci_03	ci_neb	62475824	117	155	02	0.42501478	0.36211078
TO	ci_03	ci_neb	62475824	118	156	02	0.42501478	0.36211078
TO	ci_03	ci_neb	62475824	119	157	02	0.42501478	0.36211078
TO	ci_03	ci_neb	62475824	120	158	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	121	159	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	122	160	02	0.42501478	0.36211078
TO	ci_03	ci_neb	62475824	123	161	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	124	162	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	125	163	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	126	164	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	127	165	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	128	166	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	129	167	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	130	168	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	131	169	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	132	170	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	133	171	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	134	172	02	0.42502478	0.36212078
TO	ci_03	ci_neb	62475824	135	173	02	0.42502478	0.36212078
